YEAR,rank,Country,INDICATOR,SEX,Score,global_score,score_totale
2015,1,SINGAPORE,PISAMATH,BOY,564.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISAMATH,GIRL,564.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISAMATH,TOT,564.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISAREAD,BOY,525.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISAREAD,GIRL,546.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISAREAD,TOT,535.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISASCIENCE,BOY,559.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISASCIENCE,GIRL,552.0,551.6666666666666,4965.0
2015,1,SINGAPORE,PISASCIENCE,TOT,556.0,551.6666666666666,4965.0
2015,2,HONG KONG,PISAMATH,TOT,548.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISAMATH,BOY,549.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISAMATH,GIRL,547.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISAREAD,TOT,527.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISAREAD,BOY,513.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISAREAD,GIRL,541.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISASCIENCE,TOT,523.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISASCIENCE,BOY,523.0,532.7777777777778,4795.0
2015,2,HONG KONG,PISASCIENCE,GIRL,524.0,532.7777777777778,4795.0
2015,3,JAPAN,PISAMATH,BOY,539.0,528.7777777777778,4759.0
2015,3,JAPAN,PISAMATH,GIRL,525.0,528.7777777777778,4759.0
2015,3,JAPAN,PISAMATH,TOT,532.0,528.7777777777778,4759.0
2015,3,JAPAN,PISAREAD,BOY,509.0,528.7777777777778,4759.0
2015,3,JAPAN,PISAREAD,GIRL,523.0,528.7777777777778,4759.0
2015,3,JAPAN,PISAREAD,TOT,516.0,528.7777777777778,4759.0
2015,3,JAPAN,PISASCIENCE,BOY,545.0,528.7777777777778,4759.0
2015,3,JAPAN,PISASCIENCE,GIRL,532.0,528.7777777777778,4759.0
2015,3,JAPAN,PISASCIENCE,TOT,538.0,528.7777777777778,4759.0
2015,4,MACAU,PISAMATH,TOT,544.0,527.2222222222222,4745.0
2015,4,MACAU,PISAMATH,BOY,540.0,527.2222222222222,4745.0
2015,4,MACAU,PISAMATH,GIRL,548.0,527.2222222222222,4745.0
2015,4,MACAU,PISAREAD,TOT,509.0,527.2222222222222,4745.0
2015,4,MACAU,PISAREAD,BOY,493.0,527.2222222222222,4745.0
2015,4,MACAU,PISAREAD,GIRL,525.0,527.2222222222222,4745.0
2015,4,MACAU,PISASCIENCE,TOT,529.0,527.2222222222222,4745.0
2015,4,MACAU,PISASCIENCE,BOY,525.0,527.2222222222222,4745.0
2015,4,MACAU,PISASCIENCE,GIRL,532.0,527.2222222222222,4745.0
2015,5,ESTONIA,PISAMATH,BOY,522.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISAMATH,GIRL,517.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISAMATH,TOT,520.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISAREAD,BOY,505.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISAREAD,GIRL,533.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISAREAD,TOT,519.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISASCIENCE,BOY,536.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISASCIENCE,GIRL,533.0,524.3333333333334,4719.0
2015,5,ESTONIA,PISASCIENCE,TOT,534.0,524.3333333333334,4719.0
2015,6,TAIWAN,PISAMATH,TOT,542.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISAMATH,BOY,545.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISAMATH,GIRL,539.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISAREAD,TOT,497.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISAREAD,BOY,485.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISAREAD,GIRL,510.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISASCIENCE,TOT,532.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISASCIENCE,BOY,535.0,523.8888888888889,4715.0
2015,6,TAIWAN,PISASCIENCE,GIRL,530.0,523.8888888888889,4715.0
2015,7,CANADA,PISAMATH,BOY,520.0,523.4444444444445,4711.0
2015,7,CANADA,PISAMATH,GIRL,511.0,523.4444444444445,4711.0
2015,7,CANADA,PISAMATH,TOT,516.0,523.4444444444445,4711.0
2015,7,CANADA,PISAREAD,BOY,514.0,523.4444444444445,4711.0
2015,7,CANADA,PISAREAD,GIRL,540.0,523.4444444444445,4711.0
2015,7,CANADA,PISAREAD,TOT,527.0,523.4444444444445,4711.0
2015,7,CANADA,PISASCIENCE,BOY,528.0,523.4444444444445,4711.0
2015,7,CANADA,PISASCIENCE,GIRL,527.0,523.4444444444445,4711.0
2015,7,CANADA,PISASCIENCE,TOT,528.0,523.4444444444445,4711.0
2015,8,FINLAND,PISAMATH,BOY,507.0,523.0,4707.0
2015,8,FINLAND,PISAMATH,GIRL,515.0,523.0,4707.0
2015,8,FINLAND,PISAMATH,TOT,511.0,523.0,4707.0
2015,8,FINLAND,PISAREAD,BOY,504.0,523.0,4707.0
2015,8,FINLAND,PISAREAD,GIRL,551.0,523.0,4707.0
2015,8,FINLAND,PISAREAD,TOT,526.0,523.0,4707.0
2015,8,FINLAND,PISASCIENCE,BOY,521.0,523.0,4707.0
2015,8,FINLAND,PISASCIENCE,GIRL,541.0,523.0,4707.0
2015,8,FINLAND,PISASCIENCE,TOT,531.0,523.0,4707.0
2015,9,SOUTH KOREA,PISAMATH,BOY,521.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISAMATH,GIRL,528.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISAMATH,TOT,524.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISAREAD,BOY,498.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISAREAD,GIRL,539.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISAREAD,TOT,517.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISASCIENCE,BOY,511.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISASCIENCE,GIRL,521.0,519.4444444444445,4675.0
2015,9,SOUTH KOREA,PISASCIENCE,TOT,516.0,519.4444444444445,4675.0
2015,10,SLOVENIA,PISAMATH,BOY,512.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISAMATH,GIRL,508.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISAMATH,TOT,510.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISAREAD,BOY,484.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISAREAD,GIRL,528.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISAREAD,TOT,505.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISASCIENCE,BOY,510.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISASCIENCE,GIRL,516.0,509.55555555555554,4586.0
2015,10,SLOVENIA,PISASCIENCE,TOT,513.0,509.55555555555554,4586.0
2015,11,IRELAND,PISAMATH,BOY,512.0,509.1111111111111,4582.0
2015,11,IRELAND,PISAMATH,GIRL,495.0,509.1111111111111,4582.0
2015,11,IRELAND,PISAMATH,TOT,504.0,509.1111111111111,4582.0
2015,11,IRELAND,PISAREAD,BOY,515.0,509.1111111111111,4582.0
2015,11,IRELAND,PISAREAD,GIRL,527.0,509.1111111111111,4582.0
2015,11,IRELAND,PISAREAD,TOT,521.0,509.1111111111111,4582.0
2015,11,IRELAND,PISASCIENCE,BOY,508.0,509.1111111111111,4582.0
2015,11,IRELAND,PISASCIENCE,GIRL,497.0,509.1111111111111,4582.0
2015,11,IRELAND,PISASCIENCE,TOT,503.0,509.1111111111111,4582.0
2015,12,GERMANY,PISAMATH,BOY,514.0,508.1111111111111,4573.0
2015,12,GERMANY,PISAMATH,GIRL,498.0,508.1111111111111,4573.0
2015,12,GERMANY,PISAMATH,TOT,506.0,508.1111111111111,4573.0
2015,12,GERMANY,PISAREAD,BOY,499.0,508.1111111111111,4573.0
2015,12,GERMANY,PISAREAD,GIRL,520.0,508.1111111111111,4573.0
2015,12,GERMANY,PISAREAD,TOT,509.0,508.1111111111111,4573.0
2015,12,GERMANY,PISASCIENCE,BOY,514.0,508.1111111111111,4573.0
2015,12,GERMANY,PISASCIENCE,GIRL,504.0,508.1111111111111,4573.0
2015,12,GERMANY,PISASCIENCE,TOT,509.0,508.1111111111111,4573.0
2015,13,NETHERLANDS,PISAMATH,BOY,513.0,508.0,4572.0
2015,13,NETHERLANDS,PISAMATH,GIRL,511.0,508.0,4572.0
2015,13,NETHERLANDS,PISAMATH,TOT,512.0,508.0,4572.0
2015,13,NETHERLANDS,PISAREAD,BOY,491.0,508.0,4572.0
2015,13,NETHERLANDS,PISAREAD,GIRL,515.0,508.0,4572.0
2015,13,NETHERLANDS,PISAREAD,TOT,503.0,508.0,4572.0
2015,13,NETHERLANDS,PISASCIENCE,BOY,511.0,508.0,4572.0
2015,13,NETHERLANDS,PISASCIENCE,GIRL,507.0,508.0,4572.0
2015,13,NETHERLANDS,PISASCIENCE,TOT,509.0,508.0,4572.0
2015,14,SWITZERLAND,PISAMATH,BOY,527.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISAMATH,GIRL,515.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISAMATH,TOT,521.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISAREAD,BOY,480.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISAREAD,GIRL,505.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISAREAD,TOT,492.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISASCIENCE,BOY,508.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISASCIENCE,GIRL,502.0,506.22222222222223,4556.0
2015,14,SWITZERLAND,PISASCIENCE,TOT,506.0,506.22222222222223,4556.0
2015,15,NEW ZEALAND,PISAMATH,BOY,499.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISAMATH,GIRL,491.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISAMATH,TOT,495.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISAREAD,BOY,493.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISAREAD,GIRL,526.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISAREAD,TOT,509.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISASCIENCE,BOY,516.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISASCIENCE,GIRL,511.0,505.8888888888889,4553.0
2015,15,NEW ZEALAND,PISASCIENCE,TOT,513.0,505.8888888888889,4553.0
2015,16,NORWAY,PISAMATH,BOY,501.0,504.55555555555554,4541.0
2015,16,NORWAY,PISAMATH,GIRL,503.0,504.55555555555554,4541.0
2015,16,NORWAY,PISAMATH,TOT,502.0,504.55555555555554,4541.0
2015,16,NORWAY,PISAREAD,BOY,494.0,504.55555555555554,4541.0
2015,16,NORWAY,PISAREAD,GIRL,533.0,504.55555555555554,4541.0
2015,16,NORWAY,PISAREAD,TOT,513.0,504.55555555555554,4541.0
2015,16,NORWAY,PISASCIENCE,BOY,500.0,504.55555555555554,4541.0
2015,16,NORWAY,PISASCIENCE,GIRL,497.0,504.55555555555554,4541.0
2015,16,NORWAY,PISASCIENCE,TOT,498.0,504.55555555555554,4541.0
2015,17,DENMARK,PISAMATH,BOY,516.0,504.3333333333333,4539.0
2015,17,DENMARK,PISAMATH,GIRL,506.0,504.3333333333333,4539.0
2015,17,DENMARK,PISAMATH,TOT,511.0,504.3333333333333,4539.0
2015,17,DENMARK,PISAREAD,BOY,489.0,504.3333333333333,4539.0
2015,17,DENMARK,PISAREAD,GIRL,511.0,504.3333333333333,4539.0
2015,17,DENMARK,PISAREAD,TOT,500.0,504.3333333333333,4539.0
2015,17,DENMARK,PISASCIENCE,BOY,505.0,504.3333333333333,4539.0
2015,17,DENMARK,PISASCIENCE,GIRL,499.0,504.3333333333333,4539.0
2015,17,DENMARK,PISASCIENCE,TOT,502.0,504.3333333333333,4539.0
2015,18,POLAND,PISAMATH,BOY,510.0,503.77777777777777,4534.0
2015,18,POLAND,PISAMATH,GIRL,499.0,503.77777777777777,4534.0
2015,18,POLAND,PISAMATH,TOT,504.0,503.77777777777777,4534.0
2015,18,POLAND,PISAREAD,BOY,491.0,503.77777777777777,4534.0
2015,18,POLAND,PISAREAD,GIRL,521.0,503.77777777777777,4534.0
2015,18,POLAND,PISAREAD,TOT,506.0,503.77777777777777,4534.0
2015,18,POLAND,PISASCIENCE,BOY,504.0,503.77777777777777,4534.0
2015,18,POLAND,PISASCIENCE,GIRL,498.0,503.77777777777777,4534.0
2015,18,POLAND,PISASCIENCE,TOT,501.0,503.77777777777777,4534.0
2015,19,BELGIUM,PISAMATH,BOY,514.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISAMATH,GIRL,500.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISAMATH,TOT,507.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISAREAD,BOY,491.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISAREAD,GIRL,507.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISAREAD,TOT,499.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISASCIENCE,BOY,508.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISASCIENCE,GIRL,496.0,502.6666666666667,4524.0
2015,19,BELGIUM,PISASCIENCE,TOT,502.0,502.6666666666667,4524.0
2015,20,AUSTRALIA,PISAMATH,BOY,497.0,502.3333333333333,4521.0
2015,20,AUSTRALIA,PISAMATH,GIRL,491.0,502.3333333333333,4521.0
2015,20,AUSTRALIA,PISAMATH,TOT,494.0,502.3333333333333,4521.0
2015,20,AUSTRALIA,PISAREAD,BOY,487.0,502.3333333333333,4521.0
2015,20,AUSTRALIA,PISAREAD,GIRL,519.0,502.3333333333333,4521.0
2015,20,AUSTRALIA,PISAREAD,TOT,503.0,502.3333333333333,4521.0
2015,20,AUSTRALIA,PISASCIENCE,BOY,511.0,502.3333333333333,4521.0
